,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
23,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552582.0,2552600.0,2555162.0,2555255.0,2557967.0,2558184.0,2560995.0,,,,,,,,,,
24,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,2559150.0,,,,,,,,,,
25,310.0,79848.0,2495454.0,2507828.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2556363.0,2558023.0,2558175.0,,,,,,,,,,
26,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2558175.0,2560854.0,,,,,,,,,,
27,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552453.0,2552689.0,2555383.0,2556363.0,2557958.0,2560854.0,,,,,,,,,,
28,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
29,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,
30,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,
31,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,
32,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,,
33,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,,
34,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,,
35,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2556363.0,2557958.0,2560854.0,,,,,,,,,,
36,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2556363.0,2557958.0,2560854.0,,,,,,,,,,
37,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
38,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
39,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,,
40,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,
41,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,,,,,,,,,
42,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552582.0,2552600.0,2555162.0,2555255.0,2555543.0,2556445.0,2560995.0,,,,,,,,,
43,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552582.0,2552600.0,2555162.0,2555255.0,2555543.0,2556445.0,2560995.0,,,,,,,,,
44,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552582.0,2552600.0,2555162.0,2555255.0,2555543.0,2560995.0,2561132.0,,,,,,,,,,
45,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2555543.0,2556445.0,2558258.0,2559150.0,,,,,,,,,
46,310.0,79848.0,2495454.0,2507828.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2556363.0,2558023.0,2558175.0,,,,,,,,,,
47,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552418.0,2552689.0,2555383.0,2555415.0,2556363.0,2557958.0,,,,,,,,,,
48,310.0,79848.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557034.0,2557958.0,2560854.0,,,,,,,,,,
49,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
50,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2555162.0,2555255.0,2557967.0,2558184.0,2560995.0,,,,,,,,,,
51,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2555162.0,2555255.0,2557967.0,2558184.0,2560995.0,,,,,,,,,,
52,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552600.0,2555162.0,2555255.0,2556445.0,2558184.0,2560995.0,,,,,,,,,,
53,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2555162.0,2555255.0,2556445.0,2558184.0,2559150.0,2560995.0,,,,,,,,,
54,2507763.0,2532842.0,2539291.0,2539653.0,2540158.0,2543850.0,2552600.0,2555162.0,2555255.0,2556445.0,2558184.0,2559109.0,2559150.0,,,,,,,,,,
55,2507763.0,2532842.0,2539653.0,2540158.0,2543850.0,2552301.0,2552582.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,2559109.0,,,,,,,,,
56,310.0,79848.0,2495454.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2556363.0,2557958.0,2560854.0,,,,,,,,,,
57,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2557958.0,2558023.0,2560854.0,,,,,,,,,,
58,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552582.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,,,,,,,,,,
59,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,,,,,,,,,
60,310.0,79848.0,2495454.0,2495613.0,2507828.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2558175.0,,,,,,,,,,
61,310.0,79848.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552453.0,2552689.0,2555383.0,2557034.0,2557958.0,2558023.0,,,,,,,,,,
62,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2556363.0,2558175.0,2560854.0,,,,,,,,,,
63,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2558175.0,2560854.0,,,,,,,,,,
64,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2555383.0,2555415.0,2557958.0,2558168.0,2560854.0,,,,,,,,,,
65,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552582.0,2552600.0,2555162.0,2555255.0,2556445.0,2558184.0,2560995.0,,,,,,,,,,
66,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2558023.0,2558175.0,,,,,,,,,,
67,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2555162.0,2555255.0,2556444.0,2556445.0,2558184.0,2559150.0,,,,,,,,,
68,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,2559150.0,,,,,,,,,
69,310.0,79848.0,2495454.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2555415.0,2556363.0,2557958.0,2560854.0,,,,,,,,,,
70,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2557958.0,2558023.0,2560854.0,,,,,,,,,,
71,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2543583.0,2552315.0,2552689.0,2555383.0,2557958.0,2558023.0,2560854.0,,,,,,,,,,
72,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552582.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,,,,,,,,,
73,2506467.0,2507763.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,,,,,,,,,
74,2506467.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,2558258.0,,,,,,,,,
75,2506467.0,2532842.0,2539334.0,2539653.0,2540158.0,2543850.0,2552301.0,2552600.0,2553502.0,2555162.0,2555255.0,2556445.0,2558184.0,2558258.0,,,,,,,,,
76,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
77,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
78,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
79,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
80,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
81,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
82,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
83,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
84,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
85,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
86,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
87,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
88,310.0,79848.0,2495454.0,2495613.0,2533040.0,2534832.0,2552315.0,2552453.0,2552689.0,2555383.0,2555415.0,2557958.0,2560854.0,,,,,,,,,,
89,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2552592.0,2555299.0,2555552.0,2556370.0,2557945.0,2558019.0,2558928.0,2561039.0,,,,,,,,,,
90,71197.0,2532875.0,2539338.0,2540143.0,2541792.0,2543477.0,2543614.0,2543683.0,2543738.0,2552454.0,2553822.0,2555277.0,2557895.0,2557973.0,2559153.0,,,,,,,,
91,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2541834.0,2550565.0,2552592.0,2555299.0,2556370.0,2557945.0,2558019.0,2561039.0,,,,,,,,,,
92,496739.0,2495966.0,2539309.0,2539935.0,2552434.0,2552466.0,2555317.0,2555539.0,2556075.0,2557848.0,2558070.0,2558207.0,2560966.0,,,,,,,,,,
93,2506109.0,2508061.0,2540151.0,2543637.0,2543720.0,2552389.0,2552633.0,2555166.0,2556475.0,2557978.0,2557980.0,2558149.0,2560916.0,,,,,,,,,,
94,2495143.0,2495450.0,2552386.0,2552559.0,2555466.0,2557961.0,2557976.0,2558010.0,2558060.0,2558108.0,2558976.0,2560789.0,2560816.0,,,,,,,,,,
95,382.0,71269.0,2506268.0,2539240.0,2539290.0,2543847.0,2543851.0,2552402.0,2552468.0,2555430.0,2557867.0,2557969.0,2560713.0,,,,,,,,,,
96,2506109.0,2508061.0,2540151.0,2543637.0,2543720.0,2552389.0,2552633.0,2555166.0,2556475.0,2557978.0,2557980.0,2558149.0,2560916.0,2560964.0,,,,,,,,,
97,382.0,71269.0,2506268.0,2539240.0,2539290.0,2543847.0,2543851.0,2552402.0,2555430.0,2557867.0,2557969.0,2558990.0,2560713.0,,,,,,,,,,
98,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2552592.0,2555299.0,2555552.0,2556370.0,2557945.0,2558019.0,2558928.0,2561039.0,,,,,,,,,,
99,496739.0,2495469.0,2495966.0,2532903.0,2539309.0,2539935.0,2552434.0,2552466.0,2555317.0,2555539.0,2557848.0,2558070.0,2560725.0,,,,,,,,,,
100,71197.0,2532875.0,2539338.0,2540143.0,2541792.0,2543477.0,2543614.0,2543683.0,2543738.0,2552454.0,2553822.0,2555277.0,2557895.0,2557973.0,2559153.0,,,,,,,,
101,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543466.0,2543759.0,2543814.0,2555528.0,2556367.0,2558801.0,2560742.0,2560970.0,,,,,,,,,,
102,496733.0,2495240.0,2539978.0,2540221.0,2540928.0,2543488.0,2543743.0,2552289.0,2555344.0,2555386.0,2557986.0,2558064.0,2560712.0,2560988.0,,,,,,,,,
103,496735.0,497240.0,2495872.0,2504211.0,2508101.0,2530515.0,2533049.0,2539265.0,2540180.0,2552261.0,2552424.0,2552490.0,2558094.0,,,,,,,,,,
104,496739.0,2532903.0,2539309.0,2539935.0,2552434.0,2552466.0,2555317.0,2555539.0,2556075.0,2557848.0,2558070.0,2558207.0,2560725.0,,,,,,,,,,
105,71197.0,2532875.0,2539338.0,2540143.0,2541792.0,2543477.0,2543614.0,2543683.0,2543738.0,2552454.0,2553822.0,2555277.0,2557895.0,2557973.0,2559153.0,2561015.0,,,,,,,
106,382.0,71269.0,2539240.0,2539290.0,2543847.0,2543851.0,2550256.0,2552402.0,2552631.0,2557867.0,2557969.0,2560713.0,2560766.0,,,,,,,,,,
107,496739.0,2495469.0,2495966.0,2532903.0,2539309.0,2539935.0,2552434.0,2552466.0,2555539.0,2557848.0,2557870.0,2558070.0,2560725.0,,,,,,,,,,
108,382.0,71269.0,2506268.0,2539240.0,2539290.0,2543847.0,2543851.0,2552402.0,2552468.0,2555430.0,2557867.0,2557969.0,2560713.0,,,,,,,,,,
109,496735.0,497240.0,2495872.0,2504211.0,2530515.0,2533049.0,2540145.0,2540180.0,2543501.0,2543773.0,2552261.0,2552424.0,2558094.0,2560851.0,,,,,,,,,
110,382.0,71269.0,2539240.0,2539290.0,2543847.0,2543851.0,2550256.0,2555430.0,2557867.0,2557969.0,2560713.0,2560766.0,2560957.0,,,,,,,,,,
111,71197.0,2532875.0,2540143.0,2543477.0,2543614.0,2543683.0,2543738.0,2552454.0,2552471.0,2553318.0,2553822.0,2555277.0,2555522.0,2559153.0,,,,,,,,,
112,496733.0,2495240.0,2539978.0,2540221.0,2543488.0,2543743.0,2552289.0,2555344.0,2555386.0,2555468.0,2556559.0,2557986.0,2558064.0,2560988.0,,,,,,,,,
113,71197.0,2532875.0,2539338.0,2540143.0,2541792.0,2543477.0,2543614.0,2543683.0,2543738.0,2552454.0,2552471.0,2553822.0,2555277.0,2557895.0,2559153.0,2561015.0,,,,,,,
114,2495143.0,2495450.0,2540148.0,2552386.0,2552559.0,2555466.0,2557961.0,2557976.0,2558060.0,2558108.0,2558976.0,2560789.0,2560816.0,,,,,,,,,,
115,496727.0,496733.0,2495240.0,2540221.0,2540928.0,2543488.0,2552289.0,2552461.0,2555344.0,2555386.0,2555468.0,2556559.0,2558064.0,2560712.0,2560988.0,,,,,,,,
116,382.0,71269.0,2506268.0,2539240.0,2539290.0,2543847.0,2543851.0,2552402.0,2552468.0,2552631.0,2557867.0,2557969.0,2560713.0,,,,,,,,,,
117,1581.0,2506581.0,2508084.0,2533008.0,2543468.0,2553895.0,2555530.0,2556466.0,2556735.0,2557856.0,2558061.0,2558163.0,2558847.0,,,,,,,,,,
118,2495143.0,2495450.0,2552386.0,2552559.0,2555466.0,2557961.0,2557976.0,2558010.0,2558060.0,2558108.0,2558976.0,2560789.0,2560816.0,,,,,,,,,,
119,2495143.0,2495450.0,2540148.0,2540156.0,2552386.0,2552559.0,2555466.0,2558060.0,2558108.0,2558976.0,2560789.0,2560816.0,2561155.0,,,,,,,,,,
120,1581.0,2506581.0,2508084.0,2533008.0,2543468.0,2555530.0,2556466.0,2556735.0,2557856.0,2558061.0,2558105.0,2558163.0,2558847.0,,,,,,,,,,
121,2506109.0,2508061.0,2539311.0,2543720.0,2550235.0,2550521.0,2552389.0,2552633.0,2555166.0,2555540.0,2557978.0,2557980.0,2560916.0,,,,,,,,,,
122,2354.0,2649.0,71423.0,2506404.0,2532956.0,2539320.0,2540013.0,2540162.0,2540202.0,2550613.0,2555158.0,2555230.0,2555339.0,2560994.0,,,,,,,,,
123,2495143.0,2495450.0,2540148.0,2552386.0,2555466.0,2557961.0,2557976.0,2558010.0,2558060.0,2558108.0,2558976.0,2560789.0,2560816.0,,,,,,,,,,
124,71251.0,494287.0,2533034.0,2533057.0,2533062.0,2540165.0,2541243.0,2541316.0,2543646.0,2543699.0,2552255.0,2558063.0,2560951.0,2561143.0,,,,,,,,,
125,2354.0,2649.0,71423.0,496828.0,2532956.0,2539320.0,2540162.0,2540202.0,2550272.0,2550613.0,2552580.0,2555158.0,2555230.0,2555339.0,2558005.0,2558065.0,,,,,,,
126,2495143.0,2495450.0,2540148.0,2552386.0,2555466.0,2556429.0,2557961.0,2557976.0,2558010.0,2558060.0,2558108.0,2558976.0,2560789.0,,,,,,,,,,
127,71251.0,494287.0,2533057.0,2533062.0,2540165.0,2541316.0,2543646.0,2543699.0,2552255.0,2555234.0,2556571.0,2558063.0,2561143.0,2561427.0,,,,,,,,,
128,2506109.0,2508061.0,2540151.0,2543637.0,2543720.0,2552389.0,2552633.0,2555166.0,2555540.0,2556475.0,2557960.0,2558149.0,2560916.0,2560964.0,,,,,,,,,
129,2506109.0,2508061.0,2539311.0,2540151.0,2543637.0,2543720.0,2552389.0,2552633.0,2555166.0,2555540.0,2556475.0,2557978.0,2558149.0,2560916.0,2560964.0,,,,,,,,
130,4365.0,79607.0,2495139.0,2495189.0,2495775.0,2505660.0,2540164.0,2543464.0,2543471.0,2552279.0,2555378.0,2556642.0,2557863.0,2558067.0,2558191.0,,,,,,,,
131,496739.0,2495966.0,2532903.0,2539309.0,2539935.0,2552434.0,2552466.0,2555539.0,2556075.0,2557848.0,2557870.0,2558070.0,2560725.0,,,,,,,,,,
132,4365.0,79607.0,2495775.0,2505660.0,2540164.0,2543464.0,2543471.0,2543767.0,2552279.0,2555378.0,2555505.0,2557841.0,2557863.0,2558067.0,2558166.0,2558191.0,2560729.0,,,,,,
133,496735.0,497240.0,2495872.0,2504211.0,2508101.0,2530515.0,2533049.0,2539265.0,2540180.0,2552261.0,2552424.0,2552490.0,2558094.0,,,,,,,,,,
134,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2541834.0,2550565.0,2552592.0,2555299.0,2556370.0,2557945.0,2558019.0,2561039.0,,,,,,,,,,
135,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543474.0,2543759.0,2543814.0,2555528.0,2556367.0,2556396.0,2560933.0,2560970.0,,,,,,,,,,
136,496735.0,497240.0,2495872.0,2504211.0,2508101.0,2533046.0,2533049.0,2539265.0,2540145.0,2540180.0,2552261.0,2552490.0,2558094.0,,,,,,,,,,
137,494259.0,2505996.0,2532835.0,2532848.0,2541162.0,2543496.0,2543711.0,2550599.0,2555280.0,2555329.0,2557858.0,2560758.0,2560968.0,,,,,,,,,,
138,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2541834.0,2550565.0,2552592.0,2555299.0,2556370.0,2557945.0,2558019.0,2561039.0,,,,,,,,,,
139,496735.0,497240.0,2495872.0,2504211.0,2508101.0,2530515.0,2533049.0,2539265.0,2540180.0,2552261.0,2552424.0,2552490.0,2558094.0,,,,,,,,,,
140,2495272.0,2504775.0,2532828.0,2539303.0,2539663.0,2541834.0,2550565.0,2552592.0,2555299.0,2556370.0,2557945.0,2560878.0,2561039.0,,,,,,,,,,
141,496739.0,2495234.0,2539309.0,2539935.0,2552434.0,2552466.0,2555317.0,2555539.0,2556075.0,2557848.0,2558070.0,2558207.0,2560966.0,,,,,,,,,,
142,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543474.0,2543759.0,2543814.0,2555528.0,2556367.0,2560742.0,2560933.0,2560970.0,,,,,,,,,,
143,496733.0,2495240.0,2539978.0,2540221.0,2540928.0,2543488.0,2543743.0,2552289.0,2555344.0,2555386.0,2555468.0,2556559.0,2558064.0,2560988.0,,,,,,,,,
144,496735.0,497240.0,2495872.0,2504211.0,2530515.0,2540145.0,2540180.0,2543501.0,2543773.0,2552261.0,2552424.0,2552490.0,2558094.0,,,,,,,,,,
145,2495272.0,2504775.0,2506122.0,2507166.0,2532828.0,2552592.0,2555299.0,2555552.0,2556752.0,2557945.0,2558019.0,2558928.0,2561039.0,,,,,,,,,,
146,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543474.0,2543759.0,2543814.0,2555528.0,2556367.0,2556396.0,2560742.0,2560970.0,,,,,,,,,,
147,496733.0,2495240.0,2539978.0,2540221.0,2543488.0,2543743.0,2552289.0,2552461.0,2555344.0,2555386.0,2555468.0,2556559.0,2557986.0,2558064.0,,,,,,,,,
148,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543474.0,2543759.0,2543814.0,2555528.0,2556367.0,2556396.0,2560933.0,2560970.0,,,,,,,,,,
149,382.0,71269.0,2539240.0,2539290.0,2543851.0,2550256.0,2552402.0,2555209.0,2555430.0,2557867.0,2557969.0,2560713.0,2560766.0,,,,,,,,,,
150,496727.0,496733.0,2495240.0,2540221.0,2543488.0,2552289.0,2552461.0,2555344.0,2555386.0,2555468.0,2556559.0,2557986.0,2558064.0,2560712.0,2560988.0,,,,,,,,
151,2532865.0,2533031.0,2533060.0,2539233.0,2540232.0,2543759.0,2543814.0,2555528.0,2556367.0,2558801.0,2560742.0,2560933.0,2560970.0,,,,,,,,,,
152,2495272.0,2504775.0,2506122.0,2532828.0,2539303.0,2539663.0,2541834.0,2550565.0,2552592.0,2555299.0,2556370.0,2557945.0,2561039.0,,,,,,,,,,
